"","EcoRegion.Domain","Terrain","Incident.Type","Age","Group.Type","Weight..Kg.","Height..Cm.","Build","Physical.Fitness","Mental.Fitness","Experience","Equipment","Personality","Total.hours","Temp.H","Temp.L","Snow","Rain","Subject.Status","Super.Category","Group"
"11497","TEMPERATE","MOUNTAINOUS","SEARCH",45,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11498","TEMPERATE","MOUNTAINOUS","SEARCH",34,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11499","TEMPERATE","MOUNTAINOUS","SEARCH",38,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11500","TEMPERATE","MOUNTAINOUS","SEARCH",18,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"11501","TEMPERATE","MOUNTAINOUS","SEARCH",71,"M",NA,NA,NA,NA,"SEVERE",NA,NA,NA,NA,NA,NA,NA,NA,"DOA","DESPONDENT",NA
"11502","TEMPERATE","MOUNTAINOUS","SEARCH",59,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,NA
"11503","DRY","MOUNTAINOUS","SEARCH",15,"MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"11504","DRY","WATER",NA,48,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","WATER",NA
"11505","DRY","FLAT","SEARCH",80,"MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,"YES"
"11506","TEMPERATE","MOUNTAINOUS","SEARCH",28,"AC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA",NA,"YES"
"11507","TEMPERATE","MOUNTAINOUS","SEARCH",4,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","CHILD",NA
"11508","TEMPERATE","MOUNTAINOUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,"YES"
"11509","TEMPERATE","MOUNTAINOUS","SEARCH",37,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11510","DRY","MOUNTAINOUS","SEARCH",51,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11511","DRY","MOUNTAINOUS","SEARCH",58,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11512","TEMPERATE","MOUNTAINOUS","SEARCH",25,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11513","TEMPERATE","MOUNTAINOUS","SEARCH",79,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11514","TEMPERATE","MOUNTAINOUS","SEARCH",71,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11515","TEMPERATE","MOUNTAINOUS","SEARCH",17,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11516","DRY","MOUNTAINOUS","SEARCH",68,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11517","TEMPERATE","MOUNTAINOUS","SEARCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"11518","DRY","MOUNTAINOUS","SEARCH",57,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11519","TEMPERATE","MOUNTAINOUS","SEARCH",56,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11520","TEMPERATE","MOUNTAINOUS","SEARCH",22,"AC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","YES"
"11521","TEMPERATE","MOUNTAINOUS","SEARCH",36,"AC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"11522","TEMPERATE","MOUNTAINOUS","SEARCH",31,"MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"11523","TEMPERATE","WATER","SEARCH",83,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA","WATER",NA
"11524","TEMPERATE","MOUNTAINOUS","SEARCH",14,"FF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"11525","DRY","MOUNTAINOUS",NA,28,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,NA
"11526","TEMPERATE","MOUNTAINOUS","SEARCH",42,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11527","TEMPERATE","MOUNTAINOUS","WATER",37,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA",NA,NA
"11528","TEMPERATE","WATER","SEARCH",80,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","WATER",NA
"11529","TEMPERATE","MOUNTAINOUS","SEARCH",55,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11530","TEMPERATE","MOUNTAINOUS","SEARCH",17,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11531","DRY","MOUNTAINOUS","WATER",51,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA","OUTDOOR",NA
"11532","TEMPERATE","MOUNTAINOUS","SEARCH",43,"AC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"11533","TEMPERATE","MOUNTAINOUS","SEARCH",20,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA",NA,NA
"11534","TEMPERATE","MOUNTAINOUS","SEARCH",67,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,NA
"11535","TEMPERATE","MOUNTAINOUS","SEARCH",54,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11536","TEMPERATE","MOUNTAINOUS","SEARCH",22,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,NA
"11537","TEMPERATE","MOUNTAINOUS","SEARCH",34,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11538","TEMPERATE","MOUNTAINOUS","SEARCH",20,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,NA
"11539","TEMPERATE","MOUNTAINOUS","SEARCH",61,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11540","TEMPERATE","MOUNTAINOUS","SEARCH",64,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11541","DRY","MOUNTAINOUS","SEARCH",32,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"11542","DRY","MOUNTAINOUS","SEARCH",78,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11543","TEMPERATE","MOUNTAINOUS","SEARCH",48,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,NA
"11544","DRY","FLAT","SEARCH",46,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA",NA,NA
"11545","TEMPERATE","MOUNTAINOUS","SEARCH",22,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11546","TEMPERATE","MOUNTAINOUS","SEARCH",38,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11547","DRY","MOUNTAINOUS","SEARCH",38,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11548","TEMPERATE","MOUNTAINOUS","SEARCH",65,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11549","TEMPERATE","MOUNTAINOUS","SEARCH",33,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11550","TEMPERATE","MOUNTAINOUS","SEARCH",80,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11551","TEMPERATE","MOUNTAINOUS","SEARCH",49,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11552","TEMPERATE","MOUNTAINOUS",NA,25,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,NA
"11553","TEMPERATE","MOUNTAINOUS","SEARCH",38,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11554","TEMPERATE","MOUNTAINOUS","SEARCH",81,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11555","TEMPERATE","MOUNTAINOUS","SEARCH",44,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","WATER","YES"
"11556","TEMPERATE","MOUNTAINOUS","SEARCH",16,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11557","TEMPERATE","MOUNTAINOUS","SEARCH",80,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,NA
"11558","TEMPERATE","MOUNTAINOUS","WATER",43,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","WATER",NA
"11559","TEMPERATE","MOUNTAINOUS","SEARCH",25,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11560","TEMPERATE","MOUNTAINOUS","SEARCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"11561","DRY","MOUNTAINOUS","SEARCH",50,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11562","TEMPERATE","MOUNTAINOUS","SEARCH",15,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA","OUTDOOR",NA
"11563","DRY","MOUNTAINOUS","SEARCH",54,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA","OUTDOOR",NA
"11564","TEMPERATE","MOUNTAINOUS","SEARCH",32,"AC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"11565","TEMPERATE","MOUNTAINOUS","SEARCH",44,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,NA
"11566","TEMPERATE","MOUNTAINOUS","SEARCH",18,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11567","DRY","MOUNTAINOUS","SEARCH",45,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11568","DRY","MOUNTAINOUS","SEARCH",36,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"11569","TEMPERATE","MOUNTAINOUS","SEARCH",26,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11570","TEMPERATE","MOUNTAINOUS","SEARCH",53,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11571","TEMPERATE","MOUNTAINOUS","SEARCH",3,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","CHILD",NA
"11572","TEMPERATE","MOUNTAINOUS","SEARCH",44,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11573","TEMPERATE","MOUNTAINOUS","SEARCH",18,"MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,"YES"
"11574","DRY","MOUNTAINOUS","SEARCH",29,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","SNOW",NA
"11575","TEMPERATE","MOUNTAINOUS","SEARCH",31,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA",NA,NA
"11576","TEMPERATE","MOUNTAINOUS","SEARCH",30,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11577","TEMPERATE","MOUNTAINOUS","SEARCH",31,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,"YES"
"11578","TEMPERATE","MOUNTAINOUS","SEARCH",27,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE",NA
"11579","TEMPERATE","MOUNTAINOUS","SEARCH",19,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","SNOW",NA
"11580","TEMPERATE","MOUNTAINOUS","WATER",15,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA","OUTDOOR",NA
"11581","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,"YES"
"11582","TEMPERATE","MOUNTAINOUS","SEARCH",36,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,"YES"
"11583","TEMPERATE","MOUNTAINOUS","SEARCH",34,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11584","TEMPERATE","MOUNTAINOUS","SEARCH",83,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA",NA,NA
"11585","TEMPERATE","MOUNTAINOUS","SEARCH",21,"MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"11586","DRY","MOUNTAINOUS","SEARCH",50,"MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"11587","DRY","MOUNTAINOUS","SEARCH",38,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11588","DRY","MOUNTAINOUS",NA,NA,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,"YES"
"11589","DRY","MOUNTAINOUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,"YES"
"11590","TEMPERATE","MOUNTAINOUS","SEARCH",24,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","YES"
"11591","TEMPERATE","MOUNTAINOUS","SEARCH",22,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE",NA
"11592","TEMPERATE","MOUNTAINOUS",NA,19,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,NA
"11593","TEMPERATE","MOUNTAINOUS","WATER",NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA",NA,NA
"11594","TEMPERATE","MOUNTAINOUS","SEARCH",83,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA",NA,NA
"11595","DRY","MOUNTAINOUS","SEARCH",40,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","SNOW",NA
"11596","TEMPERATE","MOUNTAINOUS","SEARCH",25,"AC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"11597","TEMPERATE","MOUNTAINOUS","SEARCH",27,"MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,"YES"
"11598","DRY","HILLY","SEARCH",NA,"MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","YES"
"11599","TEMPERATE","MOUNTAINOUS","SEARCH",49,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","SNOW",NA
"11600","TEMPERATE","MOUNTAINOUS","SEARCH",20,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","SNOW","YES"
"11601","TEMPERATE","MOUNTAINOUS","SEARCH",19,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,"YES"
"11602","TEMPERATE","MOUNTAINOUS","SEARCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,"YES"
"11603","TEMPERATE","MOUNTAINOUS","SEARCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","SNOW","YES"
"11604","TEMPERATE","MOUNTAINOUS","SEARCH",17,"MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,"YES"
"11605","TEMPERATE","MOUNTAINOUS","SEARCH",17,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11606","TEMPERATE","MOUNTAINOUS","SEARCH",81,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11607","DRY","FLAT","SEARCH",50,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11608","DRY","HILLY","SEARCH",NA,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,NA
"11609","TEMPERATE","MOUNTAINOUS","SEARCH",66,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11610","TEMPERATE","MOUNTAINOUS","SEARCH",18,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","SNOW",NA
"11611","TEMPERATE","MOUNTAINOUS",NA,38,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,NA
"11612","TEMPERATE","MOUNTAINOUS","SEARCH",70,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,NA
"11613","DRY","HILLY","WATER",50,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA","WATER",NA
"11614","TEMPERATE","MOUNTAINOUS","SEARCH",44,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA",NA,NA
"11615","DRY","MOUNTAINOUS","SEARCH",17,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11616","TEMPERATE","MOUNTAINOUS","SEARCH",36,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11617","TEMPERATE","MOUNTAINOUS","SEARCH",56,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,NA
"11618","TEMPERATE","MOUNTAINOUS","SEARCH",39,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","SNOW","YES"
"11619","TEMPERATE","MOUNTAINOUS","SEARCH",26,"MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","SNOW","YES"
"11620","TEMPERATE","MOUNTAINOUS","SEARCH",45,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11621","DRY","MOUNTAINOUS","SEARCH",52,"FF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"11622","TEMPERATE","MOUNTAINOUS","SEARCH",44,"MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","YES"
"11623","DRY","HILLY","SEARCH",13,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","SNOW",NA
"11624","TEMPERATE","MOUNTAINOUS","SEARCH",30,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE",NA
"11625","TEMPERATE","MOUNTAINOUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,"YES"
"11626","TEMPERATE","MOUNTAINOUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,"YES"
"11627","TEMPERATE","MOUNTAINOUS","SEARCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","YES"
"11628","TEMPERATE","MOUNTAINOUS","SEARCH",34,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,NA
"11629","TEMPERATE","MOUNTAINOUS",NA,33,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,NA
"11630","TEMPERATE","MOUNTAINOUS","SEARCH",24,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11631","TEMPERATE","MOUNTAINOUS","SEARCH",42,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE",NA
"11632","TEMPERATE","MOUNTAINOUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,"YES"
"11633","TEMPERATE","MOUNTAINOUS","SEARCH",56,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11634","TEMPERATE","MOUNTAINOUS","SEARCH",38,"AC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"11635","TEMPERATE","MOUNTAINOUS","SEARCH",40,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE",NA
"11636","TEMPERATE","MOUNTAINOUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,"YES"
"11637","TEMPERATE","MOUNTAINOUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,"YES"
"11638","TEMPERATE","MOUNTAINOUS","SEARCH",51,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"11639","TEMPERATE","MOUNTAINOUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,"YES"
"11640","TEMPERATE","MOUNTAINOUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,"YES"
"11641","DRY","FLAT","SEARCH",60,"MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,"YES"
"11642","DRY","MOUNTAINOUS","SEARCH",60,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","YES"
"11643","DRY","MOUNTAINOUS","SEARCH",17,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","SNOW",NA
"11644","TEMPERATE","MOUNTAINOUS","SEARCH",3,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","CHILD",NA
"11645","DRY","MOUNTAINOUS","WATER",36,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA",NA,NA
"11646","TEMPERATE","MOUNTAINOUS","SEARCH",31,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,NA
"11647","DRY","FLAT","SEARCH",42,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,NA
"11648","TEMPERATE","MOUNTAINOUS","SEARCH",33,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA",NA,NA
"11649","DRY","HILLY","SEARCH",4,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","CHILD",NA
"11650","TEMPERATE","MOUNTAINOUS","SEARCH",43,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,NA
"11651","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,NA
"11652","TEMPERATE","MOUNTAINOUS","WATER",9,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE",NA
"11653","TEMPERATE","WATER","SEARCH",29,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","WATER",NA
"11654","TEMPERATE","MOUNTAINOUS","SEARCH",37,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,NA
